Date ,startup_name,industry_vertical,SubVertical,Country,City /State Location,Investors_Name,Investment_Type,Amount_in_USD,Remarks
03-07-2019,Ola Cabs,Transport,Cabs,India,Bengaluru,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,"10,00,000",no Remark
02-07-2019,Atlan,SaaS & Enterprise Tech,Big Data,Singapore,Unknown,WaterBridge Ventures,Pre Series A,"25,00,000",no Remark
02-07-2019,RenewBuy,FinTech,Auto Insurance,India,Gurugram,"Lok Capital, IIFL Wealth",Series B,"1,90,00,000",no Remark
01-07-2019,Uniphore,SaaS & Enterprise Tech,Speech Recognition,India,Taramani,March Capital Partners,Series C,"3,80,80,000",no Remark
01-07-2019,WizCounsel,SaaS & Enterprise Tech,Consulting,India,New Delhi,Kapil Dev,Angel Funding,"1,45,000",no Remark
10-06-2019,Bolo App,Media & Entertainment,Video Platform,India,Bengaluru,Nexus Venture Partners,Seed Funding,"4,30,200",no Remark
10-06-2019,OkCredit,FinTech,Financial Services,India,Haryana,Tiger Global Management,Series A,"1,55,00,000",no Remark
08-06-2019,Vogo Automotive Pvt. Ltd.,Transport,Dockless Scooter Rental Company,India,Karnataka,Alteria Capital,Debt Funding,"35,84,000",no Remark
06-06-2019,Biz2Credit,FinTech,Online Lending Platform,USA,New York,WestBridge Capital,Series B,"5,20,00,000",no Remark
06-06-2019,Chakr Innovation,CleanTech,Renewable Energy,India,New Delhi,IAN Fund,Series A,"2,60,00,000",no Remark
06-06-2019,Pratilipi,Media & Entertainment,E-Books,India,Bengaluru,Qiming Venture Partners,Series B,"1,51,09,500",no Remark
06-06-2019,Sistema.bio,AgriTech,Hybrid Reactor Biodigestor,Kenya,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",Unclassified,"27,39,035",no Remark
05-06-2019,NoBroker,E-Commerce,Real Estate,India,Bengaluru,General Atlantic,Series C,"5,10,00,000",no Remark
04-06-2019,BharatPe,FinTech,FinTech,India,New Delhi,Insight Partners,Series B,"7,50,00,000",no Remark
04-06-2019,Bira91,FoodTech,Brewery,India,New Delhi,Anicut Capital,Debt Funding,"1,00,00,000",no Remark
04-06-2019,Leegality,Consumer Internet,Digital Documentation,India,Mumbai,Mumbai Angels,Series A,"34,00,000",no Remark
04-06-2019,Recykal,CleanTech,Optimization,India,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",Pre Series A,"2,60,00,000",no Remark
03-06-2019,Agara Labs,SaaS & Enterprise Tech,Artificial Intelligence,India,Bengaluru,Blume Ventures and RTP Global,Pre Series A,"25,00,000",no Remark
03-06-2019,Avail Finance,FinTech,FinTech,India,Bengaluru,Matrix Partners,Series A,"90,00,000",no Remark
03-06-2019,FabHotels,E-Commerce,Hospitality,India,Gurugram,"Goldman Sachs, Accel Partners and Qualcomm",Unclassified,"48,89,976",no Remark
31-05-2019,Bira91,FoodTech,Brewery,India,New Delhi,Sixth Sense Ventures,Series B,"56,00,000",no Remark
30-05-2019,GlowRoad,E-Commerce,Retail,India,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,"1,15,00,000",no Remark
28-05-2019,Ather Energy,Transport,Electric Vehicle,India,Bengaluru,Sachin Bansal,Series C,"5,10,00,000",no Remark
28-05-2019,FreshVnF,AgriTech,Fresh Agriculture Produces,India,Mumbai,Equanimity Ventures,Seed Funding,"14,00,00,000",no Remark
06-05-2019,Ola Electric,Transport,Cabs,India,Bengaluru,Tata Sons,Series A,,no Remark
06-05-2019,Saahas Zero Waste,CleanTech,Optimization,India,Bengaluru,C4D Partners,Venture Capital,"8,68,600",no Remark
05-05-2019,StyleDotMe,E-Commerce,Fashion and Shopping,India,New Delhi,"Indian Angel Network and other angel investors, Innov8 founder Ritesh Malik, Josh Talks founders Supriya Paul and Shobha Banga, and former Hero Corporate president Rohit Chanana",Bridge Round,,no Remark
02-05-2019,Zenoti,SaaS & Enterprise Tech,Beauty and Wellness Industry,India,Hyderabad,Tiger Global Management,Series C,"5,00,00,000",no Remark
01-05-2019,BlackBuck,Transport,Logistics,India,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,"15,00,00,000",no Remark
19-04-2019,KrazyBee,E-Commerce,Lending Platform,India,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt Funding,"1,43,42,000",no Remark
19-04-2019,My Healthcare,E-Commerce,Software Solutions,India,Bengaluru,Sixth Sense Ventures,Series A,"30,00,000",no Remark
17-04-2019,Increff,SaaS & Enterprise Tech,Supply-chain technology solutions,India,Bengaluru,"021 Capita, Binny Bansal",Series A,"30,00,000",no Remark
17-04-2019,Shuttl,Transport,Bus Aggregation,India,Gurugram,New Atlantic Ventures,Venture Capital,"50,00,000",no Remark
16-04-2019,Kuvera,FinTech,Wealth Management,India,Bengaluru,Eight Roads,Series A,"4,50,00,000",no Remark
13-04-2019,Tripoto,Media & Entertainment,Travel,India,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,"35,91,375",no Remark
12-04-2019,Azah,HealthTech,Organic wellness,India,Gurugram,Undisclosed,Seed Funding,"2,00,000",no Remark
12-04-2019,Medlife,E-Commerce,Online Medicine,India,Bengaluru,Prasid Uno Family Trust,Private Equity,"1,70,00,000",no Remark
11-04-2019,CleverTap,SaaS & Enterprise Tech,Mobile analytics and marketing,India,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,"2,60,00,000",no Remark
11-04-2019,Setu,FinTech,Banking,India,Bengaluru,Lightspeed India Partners,Seed Funding,"35,00,000",no Remark
10-04-2019,Craftsvilla,E-Commerce,Fashion and Apparel,India,Mumbai,Supera Pte Ltd,Inhouse Funding,"24,43,495",no Remark
10-04-2019,Kabadiwala,E-Commerce,Waste Management,India,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,"4,30,665",no Remark
10-04-2019,Toppr,EdTech,E-learning,India,Mumbai,Milestone,Debt Funding,"63,20,820",no Remark
10-04-2019,Unacademy,EdTech,E-learning,India,Bengaluru,Kalyan Krishnamurthy,Seed Funding,"3,07,000",no Remark
13-02-2019,NanoClean Global,SaaS & Enterprise Tech,Anti-Pollution,India,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,"6,00,000",no Remark
08-02-2019,Zilingo,E-Commerce,Fashion & Apparel,India,Unknown,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,"22,60,00,000",no Remark
01-02-2019,FleetX,Unclassified,Logistics,India,Gurugram,India Quotient and LetsVenture\\xe2\\x80\\x99s Angel Fund,Pre Series A,,no Remark
04-01-2019,Samunnati Financial Intermediation & Services Pvt. Ltd,FinTech,Non-banking financial company,India,Chennai,"MASSIF, a Dutch government fund",Debt Funding,"50,00,000",no Remark
04-01-2019,Vyome Therapeutics Inc.,HealthTech,Specialty pharmaceutical,India,Unknown,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,"2,20,00,000",no Remark
03-01-2019,CarDekho,Transport,Online Marketplace,India,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,"11,00,00,000",no Remark
06-12-2018,BuildSupply,E-Commerce,"Real Estate, ERP",India,Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,"35,00,000",no Remark
06-12-2018,ShopKirana,Consumer Internet,eCommerce,India,Indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,"20,00,000",no Remark
04-12-2018,Manch,Media & Entertainment,Hyperlocal Content,India,New Delhi,Stellaris Venture Partners,Seed Funding,"7,00,000",no Remark
04-12-2018,Nagpur Wholesale,E-Commerce,eCommerce,India,Nagpur,Omphalos Ventures India LLP,Seed Funding,"1,43,000",no Remark
02-12-2018,Career Anna,EdTech,"Video-based certification, trainings",India,Gurugram,Individual Investors,Pre Series A,"5,72,000",no Remark
02-12-2018,Guiddoo,Travel,Platform for travel agents,India,Mumbai,Individual Investors,Pre Series A,"8,00,000",no Remark
01-12-2018,UrbanClap Technologies Pvt. Ltd,Consumer Internet,Home services marketplace,India,New Delhi,Steadview Capital and Vy Capital.,Series D,"5,00,00,000",no Remark
25-11-2018,InCred Finance,FinTech,SME Lending,India,Unknown,"Paragon Partners, Individual Investors",Private Equity,"4,20,00,000",no Remark
25-11-2018,Roposo,Media & Entertainment,Video Sharing,India,New Delhi,Bertelsmann India Investments,Series B,"17,00,000",no Remark
24-11-2018,Engineer.ai,SaaS & Enterprise Tech,AI Platform,India,Unknown,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,"2,95,00,000",no Remark
23-11-2018,Signzy,FinTech,Digital Onboarding Solution,India,Mumbai,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,"34,00,000",no Remark
22-11-2018,Aavishkaar-Intellecap Group,FinTech,SME Funding,India,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,"3,10,00,000",no Remark
22-11-2018,Skillbox,Media & Entertainment,Art,India,Gurugram,Individual investors,Seed Funding,,no Remark
21-11-2018,Genius Corner,EdTech,Personalized Learning,India,Noida,Individual investors,Seed Funding,"2,78,000",no Remark
20-11-2018,HealthifyMe,HealthTech,Wellness Coach,India,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),"60,00,000",no Remark
19-11-2018,Automation Anywhere,SaaS & Enterprise Tech,Robotics,USA,California,SoftBank Vision Fund,Series B,"30,00,00,000",no Remark
14-11-2018,CleanseCar,Consumer Internet,Car Wash,India,Bengaluru,Venture Catalysts,Seed Funding,"5,00,000",no Remark
13-11-2018,DriveU,Transport,On-Demand Drivers,India,Bengaluru,Stevens Creek Ventures,Mezzanine Funding,"10,00,000",no Remark
12-11-2018,BlackBuck,FoodTech,POS For Online Ordering,India,Bengaluru,Tiger Global,Series A,"10,00,000",no Remark
12-11-2018,MilkBasket,FoodTech,Micro-delivery grocery service,India,New Delhi,Mayfield Fund,Series B,"13,00,000",no Remark
08-11-2018,A&R Bon Vivants,FoodTech,Meat Retail Chain,India,Jaipur,"RB Investments, Singapore",Equity Based Funding,"10,00,000",no Remark
08-11-2018,Mobile Premier League,Media & Entertainment,Mobile e-Sports,India,Bengaluru,Undisclosed,Series A,"5,00,000",no Remark
06-11-2018,Meesho,E-Commerce,Social Commerce,India,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,"5,00,00,000",no Remark
03-11-2018,Veritas Finance Ltd.,FinTech,MSME Finance,India,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,"2,77,99,000",no Remark
01-11-2018,GoDesi,FoodTech,Regional Flavours,India,Bengaluru,Lead Angels Network,Seed Funding,"1,38,995",no Remark
12-10-2018,BlackBuck,Logistics,Largest Trucking Platform,India,Bengaluru,Sequoia Capital India,Private Equity,"1,46,80,000",no Remark
12-10-2018,LetsTransport,Logistics,Book Trucks Online,India,Bengaluru,Fosun International,Series C,"1,20,00,000",no Remark
11-10-2018,Innov8,Real Estate,Co-Working,India,New Delhi,Credence Family Office,Pre Series A,"40,00,000",no Remark
05-10-2018,Droom,Transport,New and Used Cars Platform,India,Gurugram,ZigExN,Series E,"30,00,000",no Remark
04-10-2018,Grover Zampa,FoodTech,Wine,India,Mumbai,Ravi Viswanathan,Private Equity,"82,00,000",no Remark
02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Supply Chain,India,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed Funding,"1,10,00,000",no Remark
01-10-2018,Northmist,E-Commerce,Mens Wear,India,New Delhi,Prashant Jaiswal,Seed Funding,,no Remark
12-09-2018,Kissht,FinTech,Online lending Platform,India,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,"3,00,00,000",no Remark
11-09-2018,AutoGrid,SaaS & Enterprise Tech,AI-Based Energy Optimisation and Control Provider,India,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,"3,20,00,000",no Remark
11-09-2018,PharmEasy,Consumer Internet,Online Marketplace For Pharmaceutical Products,India,Mumbai,InnoVen Capital,Debt Funding,"55,00,000",no Remark
11-09-2018,Upwards,FinTech,Online Micro Lending Marketplace,India,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,"50,00,000",no Remark
10-09-2018,MamaEarth,HealthTech,Online Marketplace For Mother and Babycare Products,India,Gurugram,Stellaris Ventures & Others,Private Equity,"40,00,000",no Remark
06-09-2018,Dream11,Consumer Internet,Online Gaming Platform,India,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,"10,00,00,000",no Remark
05-09-2018,Mad Street Den,SaaS & Enterprise Tech,Computer Vision And Artificial Intelligence (Ai) Platform,India,Chennai,KDDI\\xc2\\xa0,Private Equity,,no Remark
05-09-2018,Nykaa,Consumer Internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,India,Mumbai,Lighthouse,Private Equity,"15,72,00,000",no Remark
04-09-2018,3HCare,HealthTech,Healthcare Service Provider,India,New Delhi,Undisclosed,Seed Funding,"10,00,000",no Remark
04-09-2018,HappyGoEasy,Consumer Internet,Online Travel Agecy,India,Gurugram,"Korea Investment Partners (KIP), Samsung and China-based CITIC Capital and others",Private Equity,,no Remark
03-09-2018,Daily hunt,Consumer Internet,News and ebooks Mobile App,India,Bengaluru,Falcon Edge,Private Equity,"63,90,000",no Remark
03-09-2018,Udaan,Consumer Internet,Logistics and Shipping,India,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,"22,50,00,000",no Remark
01-09-2018,Netmeds,Consumer Internet,Online Pharmacy Chain,India,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,"3,50,00,000",no Remark
30-08-2018,True North,FinTech,Private Equity Firm,India,Mumbai,Undisclosed,Private Equity,"60,00,00,000",no Remark
28-08-2018,Narvar,SaaS & Enterprise Tech,Post-Purchase Customer Engagement Platform,India,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,"30,00,000",no Remark
27-08-2018,MyUpchar,HealthTech,Local Language Health Content App,India,New Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,"50,00,000",no Remark
26-08-2018,Shubh Loans,FinTech,Customer Sourcing Platform,India,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,"42,00,000",no Remark
26-08-2018,ZestMoney,Consumer Internet,Online Lending Platform,India,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,"1,34,00,000",no Remark
22-08-2018,Pi Ventures,SaaS & Enterprise Tech,Applied Artificial Intelligence and IoT focused Platform,India,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,"60,00,000",no Remark
22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,India,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,"1,42,70,000",no Remark
20-08-2018,Finzy,FinTech,Online Loan Matchmaking Platform,India,Bengaluru,Undisclosed,Seed Funding,"10,00,000",no Remark
20-08-2018,RawPressery,Consumer Internet,Online Organic Juice Delivery Service,India,Mumbai,Alteria Capital,Debt Funding,"48,00,000",no Remark
17-08-2018,EazyDiner,Consumer Internet,Online Restaurant Table Reservation Platform,India,Gurugram,Denlow Investment Trust and Beenext,Private Equity,"58,50,000",no Remark
16-08-2018,Enakshi,Consumer Internet,AI Based Solutions Platform,India,Ahmedabad,Undisclosed,Seed Funding,"1,14,811",no Remark
13-08-2018,Inthree,Consumer Internet,Rural E-commerce Platform,India,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed Funding,"40,00,000",no Remark
13-08-2018,Observe AI,SaaS & Enterprise Tech,AI Based Solutions Platform,India,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,"80,00,000",no Remark
09-08-2018,Happy EMI,FinTech,Consumer Financing Platform,India,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed Funding,"10,00,000",no Remark
09-08-2018,quizizz,EdTech,e-learning Platform,India,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed Funding,"30,00,000",no Remark
08-08-2018,Hansel io,Consumer Internet,Real-time Mobile App Management,India,Bengaluru,Vertex Ventures,Seed Funding,"40,00,000",no Remark
08-08-2018,Metro Bikes,Consumer Internet,Online Bike Rental Marketplace,India,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,"1,22,00,000",no Remark
08-08-2018,Phone Pe,Consumer Internet,UPI Payments App,India,Bengaluru,Flipkart,Private Equity,"6,60,00,000",no Remark
07-08-2018,MakeMyTrip,Consumer Internet,Online Travel Aggregator,India,Gurugram,MakeMyTrip Limited,Private Equity,"1,00,00,000",no Remark
07-08-2018,My OmNamo,Consumer Internet,Holy Platform Offering Customised Puja Packages To Individuals and Corporates,India,Mumbai,Undisclosed,Seed Funding,"10,00,000",no Remark
07-08-2018,ShopX,Consumer Internet,Assisted E-commerce Platform,India,Bengaluru,Fung Strategic Holdings,Private Equity,"3,50,00,000",no Remark
03-08-2018,ZiffyHomes,Consumer Internet,Online Home Rental Marketplace,India,Gurugram,Y Combinator,Private Equity,"1,20,000",no Remark
02-08-2018,Samosa Labs,Consumer Internet,Social Media and Chat Entertainment Platform,India,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,"70,00,000",no Remark
01-08-2018,dishq,FoodTech,Personalisation Technology Firm Focusing On The Food And Beverage Industry,India,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed Funding,"4,00,000",no Remark
01-08-2018,HealthFin,FinTech,Patient Financing Platform,India,Pune,"Axilor, Sprout Venture Partners and others",Seed Funding,,no Remark
31-07-2018,Five Star Group,FinTech,Non-Bank Lending Platform For SME,India,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,"10,00,00,000",no Remark
31-07-2018,Healthsignz,HealthTech,Health and Well being Platform,India,Hyderabad,Kantilal Patel,Seed Funding,"50,00,000",no Remark
30-07-2018,Cure Fit,Consumer Internet,Health and fitness Platform,India,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,"12,00,00,000",no Remark
30-07-2018,Shuttl,Consumer Internet,Bus Aggregation Platform,India,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,"1,10,00,000",no Remark
26-07-2018,Bitla Software,SaaS & Enterprise Tech,Travel-Focused Tech Startup,India,Bengaluru,MakeMyTrip,Private Equity,,no Remark
26-07-2018,Entropik,SaaS & Enterprise Tech,Software-As-A-Service Platform,India,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed Funding,"11,00,000",no Remark
26-07-2018,TheCapitalNet,FinTech,Unified Global Investments Ecosystem,India,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,"5,00,000",no Remark
25-07-2018,Black Soil,FinTech,Non-Banking Financial Company,India,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,"1,70,00,000",no Remark
25-07-2018,iqlect,SaaS & Enterprise Tech,Data Analytics Firm,India,Bengaluru,Ventureast and Exfinity,Seed Funding,"25,00,000",no Remark
25-07-2018,Trell,Consumer Internet,Mobile-First Video Blogging App,India,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed Funding,"12,50,000",no Remark
24-07-2018,Digit,Consumer Internet,Online Insurance Startup,India,Pune,Fairfax,Private Equity,"4,50,00,000",no Remark
24-07-2018,kidovators,EdTech,Skill Learning Platform,India,Bengaluru,Gray Matters,Seed Funding,"1,80,000",no Remark
23-07-2018,Log9 Materials,SaaS & Enterprise Tech,Nanotechnology Company Specializing In Graphene,India,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed Funding,"4,36,000",no Remark
23-07-2018,VTION,SaaS & Enterprise Tech,Media Analytics,India,Gurugram,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed Funding,"2,80,000",no Remark
23-07-2018,Yulu Bikes,SaaS & Enterprise Tech,Bicycle-Sharing Platform,India,Bengaluru,Undisclosed,Seed Funding,,no Remark
21-07-2018,PaySense,Consumer Internet,Online Consumer Lending Platform,India,Mumbai,PayU & Others,Private Equity,"1,80,00,000",no Remark
20-07-2018,HousingMan,Consumer Internet,Property Discovery Platform,India,Bengaluru,Undisclosed,Seed Funding,"15,00,000",no Remark
19-07-2018,Book My Show,Consumer Internet,Online Ticketing Platform,India,Mumbai,"TPG Growth, The Rise Fund & Others",Private Equity,"10,00,00,000",no Remark
18-07-2018,The Ken,Consumer Internet,Subscription-Only News Website,India,Bengaluru,Omidyar Network & Others,Seed Funding,"15,00,000",no Remark
17-07-2018,Cars24,Consumer Internet,Online Used Car Marketplace,India,Gurugram,"Kingsway FCI Fund, KCK Global & Others",Private Equity,"4,97,00,000",no Remark
17-07-2018,OfBusiness,FinTech,Online Lending Platform For SME,India,Gurugram,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Private Equity,"2,90,00,000",no Remark
13-07-2018,MEngage,HealthTech,A Doctor-Patient Engagement Platform,India,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed Funding,"1,75,000",no Remark
12-07-2018,19th mile,SaaS & Enterprise Tech,Artificial intelligence-based sales acceleration software platform,India,Gurugram,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed Funding,"1,80,000",no Remark
12-07-2018,5th Vital,HealthTech,Home diagnostics services provider,India,Bengaluru,Brand Capital and Others,Seed Funding,"5,00,000",no Remark
11-07-2018,Sambandh,Consumer Internet,Online Micro Lending Platform,India,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,"25,00,000",no Remark
10-07-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,India,Gurugram,"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others",Seed Funding,"4,37,000",no Remark
10-07-2018,iNICU,HealthTech,Med-tech Platform Providing Care For Newborns,India,New Delhi,Venture Catalysts,Seed Funding,,no Remark
10-07-2018,Kinara Capital,FinTech,Lending Platform For Micro and Small Enterprises,India,Bengaluru,ResponsAbility,Private Equity,"50,00,000",no Remark
10-07-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,India,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Private Equity,"50,00,000",no Remark
09-07-2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,India,Bengaluru,"Insignia Ventures Partners, Lightbridge Partners & Kairos",Seed Funding,"11,00,000",no Remark
09-07-2018,zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,India,Bengaluru,Info Edge (India) Ltd,Seed Funding,"4,40,000",no Remark
06-07-2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,India,Gurugram,Info Edge (India) Ltd and Temasek,Private Equity,"2,77,00,000",no Remark
05-07-2018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,India,Mumbai,"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital",Private Equity,"62,50,000",no Remark
04-07-2018,Anchanto,SaaS & Enterprise Tech,E-commerce Fulfilment Platform,India,Pune,MDI Ventures & Telkom Indonesia,Private Equity,"40,00,000",no Remark
02-07-2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,India,Gurugram,Ajay Relan and Vinay Mittal,Seed Funding,"10,00,000",no Remark
01-07-2018,Leena AI,SaaS & Enterprise Tech,HR Virtual Agent For Employees,India,Gurugram,Y Combinator,Seed Funding,,no Remark
29-06-2018,Numeroseven,SaaS & Enterprise Tech,An Artificial Intelligence-Based Recruitment Platform,India,Kolkata,Shiva Gunapu & Others,Seed Funding,,no Remark
28-06-2018,Edureka,EdTech,Online Education Platform,India,Bengaluru,Leo Capital,Seed Funding,"20,00,000",no Remark
28-06-2018,Front Desk AI,SaaS & Enterprise Tech,An AI Platform Offering Automated Customer Service Software,India,Bengaluru,Speciale Invest & Others,Seed Funding,"11,00,000",no Remark
27-06-2018,Wow Express,SaaS & Enterprise Tech,E-commerce Logistics Platform,India,Mumbai,Undisclosed,Private Equity,"45,00,000",no Remark
26-06-2018,Paytm,SaaS & Enterprise Tech,Digital Payment Platform,India,Noida,One 97 Communications,Private Equity,"89,50,000",no Remark
26-06-2018,Sigtuple,HealthTech,Data Driven Intelligence Solutions Platform,India,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,"1,90,00,000",no Remark
25-06-2018,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,India,Bengaluru,Diageo India,Private Equity,"40,00,000",no Remark
25-06-2018,PolicyBazaar,Consumer Internet,Online Insurance Selling Platform,India,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,"20,00,00,000",no Remark
25-06-2018,Sqqrl,FinTech,App-based investment platform,India,Gurugram,Equanimity Venture Fund,Seed Funding,"10,00,000",no Remark
22-06-2018,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,India,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,"91,00,000",no Remark
20-06-2018,Drip capital,FinTech,Trade Finance Firm,India,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,"1,50,00,000",no Remark
19-06-2018,Chrysalis,EdTech,Education Services Provider,India,Pune,Menterra Venture & Artha Initiatives,Seed Funding,,no Remark
19-06-2018,RentSher,Consumer Internet,Online Rental Marketplace,India,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed Funding,"11,00,000",no Remark
18-06-2018,Elucidata,SaaS & Enterprise Tech,Data Analytics (SaaS),India,New Delhi,Hyperplane Venture Capital and several angel investors,Seed Funding,"17,00,000",no Remark
18-06-2018,Tynor Othontics,HealthTech,Prosthetics Manufacturers,India,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,"2,10,00,000",no Remark
14-06-2018,HomeLane,Consumer Internet,Online Home Furnishing Solutions,India,Bengaluru,Brand Capital,Seed Funding,"34,50,000",no Remark
14-06-2018,Network Intelligence,SaaS & Enterprise Tech,Cybersecurity Specialist,India,Mumbai,Helix Investments,Private Equity,"48,00,000",no Remark
13-06-2018,NirogStreet,HealthTech,An Online Platform That Connects Ayurveda Doctors With Patients,India,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed Funding,"3,00,000",no Remark
