date,startup_name,industry_vertical,subvertical,country,city /state location,investors_name,investment_type,amount_in_usd,year,month
2015-09-15,Coverfox,FinTech,Unclassified,India,Mumbai,Cataraman Ventures,Private Equity,2000000,2015,September
2015-09-15,FYNE,E-Commerce,Unclassified,India,Bengaluru,Sandeep Dama & Others,Seed Funding,,2015,September
2015-09-15,MoEngage,Media & Entertainment,Unclassified,India,Bengaluru,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000,2015,September
2015-09-15,Mubble,FinTech,Unclassified,India,Bengaluru,Unclassifieddan Nilekani,Seed Funding,,2015,September
2015-09-15,Room On Call,Travel,Unclassified,India,Noida,Payal Syal,Seed Funding,300000,2015,September
2015-09-15,Tea Trails,FoodTech,Unclassified,India,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000,2015,September
2015-09-14,CanvasFlip,SaaS & Enterprise Tech,Unclassified,India,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000,2015,September
2015-09-14,Ola Cabs,Transport,Unclassified,India,Bengaluru,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000,2015,September
2015-09-14,Shadowfax,Logistics,Unclassified,India,Gurugram,Eight Roads Ventures,Private Equity,9000000,2015,September
2015-09-14,UE Life Sciences,HealthTech,Unclassified,India,Unknown,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000,2015,September
2015-09-12,CredR,E-Commerce,Unclassified,India,Mumbai,Eight Road Ventures,Private Equity,15000000,2015,September
2015-09-12,YatraGenie,Transport,Unclassified,India,Hyderabad,Ash Bhardwaj,Private Equity,,2015,September
2015-09-11,Envoged,E-Commerce,Unclassified,India,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,,2015,September
2015-09-11,Fitmein,SaaS & Enterprise Tech,Unclassified,India,New Delhi,Green House Ventures,Seed Funding,100000,2015,September
2015-09-11,Renomania,Unclassified,Unclassified,India,New Delhi,Subodh Gupta,Seed Funding,,2015,September
2015-09-11,Zapyle,E-Commerce,Unclassified,India,Bengaluru,Undisclosed,Seed Funding,1000000,2015,September
2015-09-10,IndustryBuying,E-Commerce,Unclassified,India,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000,2015,September
2015-09-10,OnlineTyari,EdTech,Unclassified,India,Gurugram,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000,2015,September
2015-09-10,The Nudge Foundation,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Unclassifiedadan Nilekani, InMobi, Paytm",Seed Funding,315000,2015,September
2015-09-08,GuruG Learning,EdTech,Unclassified,India,Bengaluru,India Educational Investment Fund,Seed Funding,,2015,September
2015-09-08,MockBank,EdTech,Unclassified,India,Bengaluru,Blume Ventures,Seed Funding,400000,2015,September
2015-09-08,ReportBee,SaaS & Enterprise Tech,Unclassified,India,Chennai,India Educational Investment Fund,Seed Funding,,2015,September
2015-09-07,Prozo,EdTech,Unclassified,India,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000,2015,September
2015-09-07,Sahayog Dairy,E-Commerce,Unclassified,India,Bhopal,Acumen Fund,Private Equity,1800000,2015,September
2015-09-07,YouthKiAwaaz,Media & Entertainment,Unclassified,India,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000,2015,September
2015-09-07,Zomato,FoodTech,Unclassified,India,Gurugram,"Temasek, Vy Capital",Private Equity,60000000,2015,September
2015-09-04,Blubox,E-Commerce,Unclassified,India,Mumbai,Ashish Jhalani,Seed Funding,100000,2015,September
2015-09-04,Clapsnslaps,Media & Entertainment,Unclassified,India,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000,2015,September
2015-09-04,RoomCentral,Travel,Unclassified,India,Bengaluru,Karanpal Singh,Seed Funding,2000000,2015,September
2015-09-03,HiJinny,HealthTech,Unclassified,India,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,,2015,September
2015-09-03,Jobspire,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Purvi Capital,Seed Funding,260000,2015,September
2015-09-03,MeraDoctor,HealthTech,Unclassified,India,Mumbai,India Quotient & other investors,Seed Funding,,2015,September
2015-09-03,Vistaar FiUncategorisedce,FinTech,Unclassified,India,Bengaluru,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000,2015,September
2015-09-02,Capillary Tech,SaaS & Enterprise Tech,Unclassified,India,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000,2015,September
2015-09-02,HolaChef,FoodTech,Unclassified,India,Mumbai,Ratan Tata,Private Equity,,2015,September
2015-09-02,Zivame,E-Commerce,Unclassified,India,Bengaluru,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000,2015,September
2015-09-01,FXMartIndia,FinTech,Unclassified,India,Chandigarh,Flipkart,Private Equity,,2015,September
2015-09-01,Luxuryhues,E-Commerce,Unclassified,India,Gurugram,Reliance Capital,Private Equity,900000,2015,September
2015-09-01,Stylecracker,E-Commerce,Unclassified,India,Mumbai,Group of HNI investors,Private Equity,1000000,2015,September
2015-09-01,TOFlo,FinTech,Unclassified,India,Mumbai,Tania Johny Palathinkal,Seed Funding,100000,2015,September
2015-08-31,Dropkaffe,FoodTech,Unclassified,India,Bengaluru,"Manish Singhal, P39 Capital & Others",Seed Funding,300000,2015,August
2015-08-31,Infinite Analytics,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,2015,August
2015-08-31,Reverie,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000,2015,August
2015-08-29,iamwire,Media & Entertainment,Unclassified,India,Gurugram,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,2015,August
2015-08-28,BetterButter.in,FoodTech,Unclassified,India,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,2015,August
2015-08-28,RollMafia,FoodTech,Unclassified,India,Pune,Equentia Natural Resources,Seed Funding,160000,2015,August
2015-08-28,Vyomo,Consumer Internet,Unclassified,India,Bengaluru,Rocket Internet,Private Equity,2000000,2015,August
2015-08-27,Djubo.com,Travel,Unclassified,India,New Delhi,Ibibo Group,Private Equity,,2015,August
2015-08-27,Eazy Coach,EdTech,Unclassified,India,Kolkata,Ravi Agarwal,Seed Funding,,2015,August
2015-08-27,InstaSafe,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Group of Investors,Seed Funding,,2015,August
2015-08-26,Belita,HealthTech,Unclassified,India,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000,2015,August
2015-08-26,EzySolare,CleanTech,Unclassified,India,Ahmedabad,Infuse Ventures,Seed Funding,,2015,August
2015-08-26,FoodTalkIndia,FoodTech,Unclassified,India,Gurugram,Undisclosed,Seed Funding,500000,2015,August
2015-08-26,PickMyLaundry,HealthTech,Unclassified,India,New Delhi,GHV Accelerator,Seed Funding,100000,2015,August
2015-08-25,EazyDiner,FoodTech,Unclassified,India,Gurugram,"DSG Consumer Partners, Saama Capital",Private Equity,3000000,2015,August
2015-08-25,icustommadeit,SaaS & Enterprise Tech,Unclassified,India,Pune,Group of Angel Investors,Seed Funding,250000,2015,August
2015-08-25,Qyk App,Consumer Internet,Unclassified,India,Bengaluru,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000,2015,August
2015-08-25,RevX,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000,2015,August
2015-08-24,BookMeIn,Consumer Internet,Unclassified,India,Mumbai,Ajmera Group of Companies,Seed Funding,400000,2015,August
2015-08-24,iZofy,SaaS & Enterprise Tech,Unclassified,India,Kolkata,Prime Capital Markets Ltd,Seed Funding,,2015,August
2015-08-24,Jolly Food Fellow,FoodTech,Unclassified,India,Ahmedabad,The 1947,Seed Funding,300000,2015,August
2015-08-24,rBus,Transport,Unclassified,India,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,2015,August
2015-08-21,ePoise,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000,2015,August
2015-08-20,Bluegape.com,Media & Entertainment,Unclassified,India,New Delhi,"ah! Ventures, Times Internet, Rudy GopalakrishUnclassified",Seed Funding,600000,2015,August
2015-08-20,Flatpebble,E-Commerce,Unclassified,India,Hyderabad,Indian Angel Network,Seed Funding,600000,2015,August
2015-08-20,LabsAdvisor,HealthTech,Unclassified,India,New Delhi,Group of Angel Investors,Seed Funding,156000,2015,August
2015-08-19,Envoged,E-Commerce,Unclassified,India,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,2015,August
2015-08-19,Fashionove,E-Commerce,Unclassified,India,Kolkata,Umesh Yadav,Seed Funding,,2015,August
2015-08-19,MebelKart,E-Commerce,Unclassified,India,Bengaluru,AskMe,Private Equity,20000000,2015,August
2015-08-19,Timesaverz,Consumer Internet,Unclassified,India,Mumbai,Unilazer Ventures,Private Equity,2400000,2015,August
2015-08-18,HyperVerge,SaaS & Enterprise Tech,Unclassified,India,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000,2015,August
2015-08-18,IDfy,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"NEA, Blume Ventures & others",Private Equity,,2015,August
2015-08-18,IntelligenceNODE,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000,2015,August
2015-08-18,Roposo,E-Commerce,Unclassified,India,Gurugram,Tiger Global,Private Equity,15000000,2015,August
2015-08-18,Twyst,E-Commerce,Unclassified,India,Gurugram,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,2015,August
2015-08-18,Zoojoo.be,HealthTech,Unclassified,India,Bengaluru,RoundGlass Partners,Private Equity,1000000,2015,August
2015-08-17,Edu4Share,EdTech,Unclassified,India,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000,2015,August
2015-08-17,Fixy,Consumer Internet,Unclassified,India,Mumbai,VentureNursery,Seed Funding,,2015,August
2015-08-17,Gadgets 360,E-Commerce,Unclassified,India,New Delhi,One97 Communications,Private Equity,,2015,August
2015-08-17,MSM Box,Consumer Internet,Unclassified,India,New Delhi,Rohit Goel,Seed Funding,,2015,August
2015-08-17,Orobind,SaaS & Enterprise Tech,Unclassified,India,Bengaluru,Existing & New Investors,Private Equity,,2015,August
2015-08-17,Sampurnearth,CleanTech,Unclassified,India,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000,2015,August
2015-08-17,Shadowfax,Logistics,Unclassified,India,Gurugram,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000,2015,August
2015-08-17,YourStory,Media & Entertainment,Unclassified,India,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,2015,August
2015-08-14,Trukky,Logistics,Unclassified,India,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000,2015,August
2015-08-14,VanityCube,HealthTech,Unclassified,India,New Delhi,Group of angel investors,Seed Funding,,2015,August
2015-08-14,Voxweb,Media & Entertainment,Unclassified,India,Mumbai,Jitendra Gupta & others,Seed Funding,100000,2015,August
2015-08-13,Agrostar,E-Commerce,Unclassified,India,Pune,IDG Ventures,Private Equity,4000000,2015,August
2015-08-13,etaout,E-Commerce,Unclassified,India,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000,2015,August
2015-08-13,IFMR Holdings,FinTech,Unclassified,India,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000,2015,August
2015-08-13,Massblurb,Media & Entertainment,Unclassified,India,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,2015,August
2015-08-12,BigBasket,E-Commerce,Unclassified,India,Bengaluru,Bessemer Venture Partners,Private Equity,50000000,2015,August
2015-08-12,OneAssist,FinTech,Unclassified,India,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000,2015,August
2015-08-12,Scripbox,FinTech,Unclassified,India,Bengaluru,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000,2015,August
2015-08-12,Sheroes,EdTech,Unclassified,India,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000,2015,August
2015-08-11,Allygrow Technologies,SaaS & Enterprise Tech,Unclassified,India,Mumbai,Zodius Technology Fund,Private Equity,20000000,2015,August
2015-08-11,Infogain,SaaS & Enterprise Tech,Unclassified,India,New Delhi ,ChrysCapital,Private Equity,63000000,2015,August
2015-08-11,LivSpace,Unclassified,Unclassified,India,Bengaluru,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000,2015,August
2015-08-11,RainCan,E-Commerce,Unclassified,India,Pune,Ajeet Khurana & Others,Seed Funding,100000,2015,August
2015-08-11,WOW! MOMO,FoodTech,Unclassified,India,Kolkata,Indian Angel Network,Seed Funding,1600000,2015,August
2015-08-10,Actionable Analytics,EdTech,Unclassified,India,New Delhi,"B M Gupta, Vinod Singhal",Seed Funding,,2015,August
2015-08-10,eSadar,E-Commerce,Unclassified,India,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000,2015,August
2015-08-10,Grey Orange,Logistics,Unclassified,India,Gurugram,Tiger Global Management,Private Equity,30000000,2015,August
2015-08-10,Inkmonk,E-Commerce,Unclassified,India,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000,2015,August
2015-08-10,MyPoolin,Media & Entertainment,Unclassified,India,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000,2015,August
2015-08-10,MyTaxiIndia,Transport,Unclassified,India,Gurugram,"Nihon Kotsu,",Private Equity,500000,2015,August
2015-08-10,NearBuy,E-Commerce,Unclassified,India,New Delhi,Sequoia Capital,Private Equity,16000000,2015,August
2015-08-10,Tonetag,FinTech,Unclassified,India,Bengaluru,Reliance Capital Venture,Private Equity,1000000,2015,August
2015-08-07,Carls Jr,FoodTech,Unclassified,India,Gurugram,YouWeCan Ventures,Seed Funding,630000,2015,August
2015-08-07,EasyRewardz,E-Commerce,Unclassified,India,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000,2015,August
2015-08-07,GIBSS,CleanTech,Unclassified,India,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,2015,August
2015-08-07,iOrderFresh,E-Commerce,Unclassified,India,New Delhi,Best Foodworks,Seed Funding,,2015,August
2015-08-07,StoreMore.in,Real Estate,Unclassified,India,Noida,Bedrock Ventures,Seed Funding,,2015,August
2015-08-06,Appvigil,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000,2015,August
2015-08-06,Ezetap,FinTech,Unclassified,India,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000,2015,August
2015-08-06,Ketto,FinTech,Unclassified,India,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000,2015,August
2015-08-06,Klozee,E-Commerce,Unclassified,India,Bengaluru,Tracxn Labs,Seed Funding,,2015,August
2015-08-06,LoudShout,Media & Entertainment,Unclassified,India,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,2015,August
2015-08-06,NDTV ecommerce venture,E-Commerce,Unclassified,India,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,2015,August
2015-08-06,Practo,HealthTech,Unclassified,India,Bengaluru,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000,2015,August
2015-08-06,Wetravelsolo,Travel,Unclassified,India,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,2015,August
2015-08-05,Doormint,Consumer Internet,Unclassified,India,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000,2015,August
2015-08-05,Grex,FinTech,Unclassified,India,Pune,"Kunal Bajaj, Chandru BadrinarayaUnclassified",Seed Funding,650000,2015,August
2015-08-05,LetsTransport,Logistics,Unclassified,India,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000,2015,August
2015-08-05,Nightstay,Travel,Unclassified,India,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000,2015,August
2015-08-05,Sunday Realty Solutions,Real Estate,Unclassified,India,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000,2015,August
2015-08-05,Zo Rooms,Travel,Unclassified,India,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000,2015,August
2015-08-05,Zocalo,Real Estate,Unclassified,India,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,2015,August
2015-08-04,Pickingo,Logistics,Unclassified,India,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000,2015,August
2015-08-03,Connect India,E-Commerce,Unclassified,India,New Delhi,Aavishkaar,Private Equity,5000000,2015,August
2015-08-03,Cuelearn,EdTech,Unclassified,India,New Delhi,Alok Mittal,Seed Funding,,2015,August
2015-08-03,Glowship,E-Commerce,Unclassified,India,Bengaluru,Infuse Ventures,Seed Funding,,2015,August
2015-08-03,Jusride,Transport,Unclassified,India,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,2015,August
2015-08-03,OyoRooms,Travel,Unclassified,India,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000,2015,August
2015-08-03,The Home Salon,HealthTech,Unclassified,India,Mumbai,VentureNursery,Seed Funding,,2015,August
2015-08-03,Wizrocket,SaaS & Enterprise Tech,Unclassified,India,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000,2015,August
2015-08-01,Ressy,E-Commerce,Unclassified,India,Pune,Mohandas Pai & others,Seed Funding,400000,2015,August
2015-08-01,Snapdeal,E-Commerce,Unclassified,India,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000,2015,August
2015-07-31,Bona Vita,Travel,Unclassified,India,Gurugram,MakeMyTrip,Private Equity,5000000,2015,July
2015-07-31,LazyLad,E-Commerce,Unclassified,India,Gurugram,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,500000,2015,July
